id_track,duration_sec,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,bars,beats,sections,segments,tatums
5hN4Rb80cAYgzl48f0r8ED,243.6702,0.0,231.71773,-9.076,102.6,0.578,4,0.961,4,0.845,1,0.631,103,413,12,990,826
4tFSsCBvv8RqEULeVJ3vrJ,214.88327,0.0,212.0156,-7.047,93.544,0.233,4,0.173,6,1.0,1,0.811,82,328,9,837,656
16N2lpCidTNYdNq2YZhE98,290.0898,0.28458,283.2254,-8.831,146.957,0.286,4,0.776,6,0.797,1,0.626,176,703,10,1051,1406
6KmJfZCd5f4P11vuglbIrN,284.08163,0.0,273.3395,-9.184,89.117,0.062,4,0.309,11,0.618,0,0.626,105,413,14,890,826
2MtlU2e5PmuKSrX5mhSjOO,274.13333,0.34163,260.74847,-9.675,92.959,0.236,4,0.845,0,0.72,1,0.654,105,417,10,1021,834
0RSJyhdacIvDIapU79hUy1,69.82667,0.25542,69.82667,-23.944,77.161,0.507,4,0.892,7,0.002,1,0.152,20,82,3,190,164
4AVuDNWohEaQQZJ3fSt9M8,222.43265,0.0,211.52219,-11.459,82.919,0.088,4,0.925,11,0.371,0,0.701,75,302,9,766,604
76CtO0Xm5paZVEVRxoG9rz,349.15265,0.0,338.11737,-10.713,79.238,0.065,3,0.06,4,1.0,1,0.889,150,453,13,911,906
78Tw2T8YcTRTRX1CSqjKKO,332.02667,0.2327,322.84445,-10.252,165.713,0.052,1,0.533,4,0.597,1,0.528,222,891,14,830,1782
1ZgZKhXuAnQdXwlLJOk7TU,296.84,0.54571,293.99945,-5.83,102.887,0.706,4,1.0,11,0.944,1,0.457,125,504,11,1149,1008
7Ev2BC5iwtLVqOFEOxkaWg,323.68326,0.26154,316.01196,-10.49,84.526,0.244,4,0.767,7,0.563,1,0.698,111,453,11,1146,906
5y1pX4kYMvHQvvoA2Bw56Q,111.09333,0.20862,102.54512,-23.099,98.07,0.684,4,0.947,2,0.83,1,0.56,42,172,5,441,344
0QcYseQfUmZpjXGoXDT9z4,208.17332,0.3185,198.13007,-22.531,183.226,0.183,4,0.966,0,0.006,1,0.334,148,599,11,770,1198
5DFNZIBtwTmcEjZNuovJQ9,239.54286,0.0,230.9805,-10.125,90.187,0.218,3,0.167,11,0.629,0,0.701,116,354,9,863,708
11FMm2I3emp1NlSx9Nmv2e,269.2,0.27882,265.94974,-11.59,129.479,0.667,4,0.87,4,0.655,0,0.566,144,579,13,982,1158
75WKINePeVTeiINVjuGfQN,297.50668,0.0,289.63992,-10.017,104.001,0.735,4,0.124,7,0.375,1,0.487,127,501,15,1079,1002
3qLRKr67UyZ2ttp5mbFZbE,249.57388,0.26113,244.33778,-9.762,80.545,0.043,4,0.944,6,0.653,0,0.533,82,331,9,1024,662
2GOztq545KfhVtznk79MXP,174.90668,0.09828,169.5463,-15.497,170.75,0.971,4,1.0,9,0.706,1,0.559,122,486,9,720,972
29Q6NQ4WsPYTsZ8nhdAhfo,261.0,0.3707,252.49379,-24.89,191.921,0.074,4,1.0,4,0.734,1,0.612,202,805,13,906,1610
1dEkRQ2ASVMTLF7Ig5Mud7,536.5333,0.19093,523.6738,-18.868,134.924,0.381,3,0.999,10,0.598,0,0.709,394,1185,26,1716,2370
1Q6A7Uy4vXDfcnigKgwPZp,201.86667,2.93732,198.64671,-4.938,79.965,0.103,4,0.901,7,0.843,1,0.615,74,298,5,816,596
6LBe2sMUQXrdkSsQl5nsEZ,149.26666,0.41728,138.73341,-12.155,112.193,0.702,3,0.82,11,0.065,0,0.305,90,272,8,398,544
6YTKVPhPMXNxNsf0QsRAnn,66.66667,0.45333,60.91175,-5.943,127.966,0.918,1,0.516,6,0.193,1,0.484,33,139,4,171,278
6mWdNEHXuAIekaHsbZOnYs,123.46667,0.0,119.29252,-11.823,122.218,0.75,4,0.974,11,0.314,0,0.46,61,243,6,445,486
1MA84S4bkJRns3oPwrOR6H,326.42667,0.37705,314.45624,-11.831,146.119,0.439,4,1.0,4,0.4,1,0.556,194,781,13,1143,1562
16GdiwewBf99MhUSVsxUBe,227.73334,0.0,218.01796,-20.543,104.233,0.344,4,0.989,9,0.644,1,0.48,95,378,12,822,756
2mFPovaMAZWGyutjdjroiV,216.24,0.43043,207.00009,-9.547,123.296,0.762,4,0.905,7,0.583,1,0.565,109,437,9,711,874
6gQ9gDBM2FZ7sOtkxWL59B,309.16,0.39424,294.1794,-10.999,140.121,0.179,4,1.0,9,0.479,0,0.432,178,712,13,971,1424
6X9AiUNnORDRNMAMiQOC1q,241.49333,0.69932,234.55637,-14.68,154.329,0.096,3,0.994,2,1.0,1,0.469,192,578,14,652,1156
6S9pAMyMWYw9SCS8Lxs6mS,237.26666,0.52658,226.59193,-5.947,175.81,0.394,4,1.0,6,0.8,1,0.646,167,668,12,726,1336
4PHwUuWiFNdw8ZVarShpiS,216.47673,0.06952,206.97687,-9.619,168.437,0.077,4,0.89,11,0.876,1,0.793,150,599,10,916,1198
23Ry7IvrU6JBcxkpdqsPaw,220.09332,0.39297,209.35692,-8.083,133.606,0.0,4,0.835,2,1.0,1,0.968,109,436,11,699,872
7HNwTZy1A2085PUtmhwIGT,223.84036,0.27193,217.89024,-23.592,95.86,0.263,4,0.994,9,0.464,1,0.441,88,354,12,806,708
5gqVYz6YUDwK1t0zz5COz1,291.93332,0.74549,286.10468,-16.074,187.944,0.189,3,1.0,4,0.818,1,0.672,286,856,13,771,1712
1LJo5Y0TXHYvLwu22T6ibI,284.86667,0.30086,264.841,-9.327,166.518,0.037,4,0.822,11,1.0,1,0.819,199,791,9,869,1582
7rB2t4ZR5fs6bcOkGrD5gJ,299.7551,0.0,289.6283,-9.137,120.998,0.676,4,0.888,11,1.0,1,0.798,151,601,17,1016,1202
1ANmbiLB34QyAtFU8nR1s9,264.22668,0.20077,251.91328,-6.453,94.655,0.253,4,1.0,0,0.703,1,0.598,100,406,11,932,812
0vIf80QzERDninM4AgRnrA,228.34666,0.29338,211.081,-16.145,91.159,0.192,4,0.82,0,0.619,1,0.584,87,344,12,728,688
3XCwfjx8hEdQXLstW06JtT,248.57333,0.2263,239.07846,-23.508,167.327,0.195,4,1.0,0,1.0,1,0.723,167,668,11,825,1336
6QlroU0h60W8iiJdwQGd2C,195.05333,0.9985,192.29605,-9.03,87.392,0.473,4,0.963,9,0.63,1,0.433,69,282,8,706,564
1uuqZpWZbIIa45DrJAZap2,217.06667,3.33206,206.46024,-10.417,93.143,0.209,4,0.8,0,0.887,1,0.795,81,329,12,807,658
3itNK7IIFJGq73jDLuyWcI,385.6,0.19215,365.56335,-10.51,141.847,0.793,4,1.0,4,0.118,0,0.32,224,900,17,1088,1800
2a5l5yHBZ25ZpCxy3coRSS,249.33333,0.20231,238.99138,-6.243,102.87,0.897,4,1.0,8,0.488,1,0.555,103,415,12,932,830
2TRSLN1ITzNrxoKG8CTgq4,180.53333,0.25451,171.45033,-14.409,67.118,0.024,4,0.725,0,0.696,1,0.423,47,192,10,476,384
2TuL4yV8E9qWvvxYX7Ny7H,190.11919,0.0,185.56227,-5.739,139.302,0.38,4,0.813,4,0.701,1,0.613,108,432,7,777,864
15RTSdJUgYMWMhpcb1KQgD,172.64,0.23297,164.32181,-20.147,93.41,0.151,4,0.979,9,0.443,1,0.501,65,263,9,643,526
6FQnk9vWnjk8fCkNubEeQB,236.49333,0.0702,224.98975,-10.127,109.494,0.749,4,0.99,9,0.793,1,0.463,103,418,10,770,836
51AbRZEbXM11hnG5nQt3hX,153.20816,0.65084,148.77605,-15.51,67.648,0.008,3,0.694,5,0.626,1,0.611,56,169,6,542,338
0UunQrhCRajMi4kwYtfNeT,132.58667,0.25583,125.64898,-18.688,203.855,0.269,4,0.806,8,0.758,1,0.557,106,430,7,493,860
2rh1QpYoDNGBAGqyPV9aUO,226.06667,0.17941,215.82367,-8.771,176.547,0.412,4,1.0,0,0.036,1,0.292,161,649,10,744,1298
21s0bjVrP7RtQskeUKZxOu,264.30667,1.03342,259.61652,-3.768,114.996,0.801,4,1.0,0,0.965,1,0.6,124,498,16,1229,996
0tFuTobynZI2CKdzXQ6v6V,259.45334,0.0,259.45334,-7.179,116.002,0.98,4,1.0,11,0.521,1,0.169,125,501,12,1192,1002
75NBuHx7ad04FAXKsoEbrg,239.61333,0.0,233.40118,-8.39,128.034,1.0,4,1.0,5,0.468,1,0.377,127,511,10,1123,1022
6XBrHkI8gHc7oRGd8Vuxv6,224.37334,0.0,224.37334,-6.483,125.025,0.758,4,0.998,11,0.303,0,0.29,116,467,7,886,934
2jZQ4tNLP0tgzYXbdtwPdi,396.93332,0.42998,390.8673,-7.508,134.464,0.871,4,1.0,7,0.133,1,0.261,219,877,13,2195,1754
3vDr6CEH9KwQSIoyWHvYWa,238.17332,0.0,238.17334,-7.036,120.037,0.872,4,1.0,9,0.279,0,0.266,119,477,9,1092,953
0WepWqVggMJ7OiVl4PBE8g,196.4,0.42381,189.7941,-5.999,158.659,0.737,3,0.699,7,0.274,1,0.454,167,505,10,785,1010
5KKA2xfuxPgOpSlCuBpOAQ,409.02667,0.2781,399.25552,-6.676,124.416,0.824,4,1.0,7,0.612,1,0.54,209,842,14,2276,1684
7E7saHbXneStj74KKUdfzG,248.50667,0.0,248.50667,-6.088,112.038,1.0,4,1.0,6,0.572,1,0.67,117,464,11,1229,928
5MY2shxqQ4bFBPUeYB5azo,581.4,0.38063,575.57623,-8.927,122.461,0.7,4,1.0,0,0.386,1,0.235,295,1178,26,3081,2356
3H4VxEjsbVroJdqIYkWE3z,139.13333,0.26712,132.69624,-6.926,170.117,0.017,4,0.823,2,0.117,1,0.53,97,392,9,729,784
2hNvVIN88wlihfnm8Wbk5h,251.41333,0.0,247.25769,-9.466,130.011,0.834,4,1.0,9,0.744,0,0.761,135,541,11,1051,1082
4DkDLo1U2srKIRPFFJRXx7,499.49332,0.0,499.49335,-7.211,125.345,0.685,4,0.988,2,0.296,0,0.38,261,1040,16,2430,2080
71y1uCM1llGeWRSdPVYSPI,228.26666,0.42454,224.16544,-7.472,113.245,0.702,4,0.875,7,1.0,1,0.835,105,425,13,1299,850
7lyjh9rgJsl1dPeiQhaxUv,431.93332,0.4381,427.20654,-9.372,95.398,0.359,4,1.0,2,0.0,1,0.151,170,678,18,2047,1356
7gkHUEn6Ayd2EQdr57SAit,252.53333,0.06957,245.22594,-7.837,172.108,0.374,4,1.0,0,0.686,1,0.67,180,719,15,1167,1438
2HrNhioIdUXaXzNdueYAo3,452.06668,0.27283,442.61298,-10.404,101.188,0.549,4,1.0,4,0.579,0,0.444,191,761,20,2530,1522
7JC0cOaZHSSH5865V7d44K,226.14667,0.0,226.14667,-7.772,154.988,0.467,4,1.0,10,0.327,1,0.352,146,584,13,1125,1168
5ZTLO93MiuA7SDDI0ivgME,372.53333,0.39125,367.91437,-6.244,129.407,0.82,4,1.0,9,0.177,0,0.2,200,802,19,2142,1604
0TMluPHbsxa6HDuqkIg79o,230.36,0.2878,217.97733,-8.611,160.146,0.417,4,1.0,2,0.441,0,0.427,151,609,10,868,1218
4THV8iU0E5bW9uPLjDVWSC,416.04,0.0,401.6878,-7.138,102.572,0.437,4,1.0,5,0.365,1,0.363,161,644,14,2068,1288
0chro0oQ5d6hRZLtXg9yD5,540.1067,0.302,527.67926,-7.288,150.312,0.569,4,0.955,0,0.428,1,0.254,336,1332,23,3239,2664
7eXA7AJdR992WM2oo7C5fN,287.02667,0.32422,275.96915,-6.088,123.06,0.929,4,1.0,5,0.696,1,0.502,144,585,15,1278,1170
2SrhBEuMawaayICmckMdlM,201.08,0.0,197.96753,-6.081,135.02,0.817,4,1.0,9,0.71,0,0.66,112,451,9,859,902
4Ygli0ds2PASXt19mG4j8m,155.17332,0.0,152.54349,-6.969,110.111,0.936,3,0.965,5,0.0,1,0.025,94,286,8,833,571
3gx2mYuxkef2579lcBm60Q,262.85333,0.0,262.85333,-7.236,130.015,0.908,4,1.0,2,0.188,0,0.482,143,568,11,1145,1136
1CLz0R5abfm5rKzNO6h4MP,154.90668,0.0,154.90666,-9.046,114.972,0.869,4,0.623,0,0.22,1,0.453,74,297,7,634,593
1tTUxQPN19BkCv5Qk9FFSx,414.0,0.29533,405.00244,-9.392,106.428,1.0,4,1.0,9,0.72,1,0.513,181,727,18,2122,1454
2u8sKJGH6P00l3PKVfrtCW,138.28,0.0,138.28,-7.706,142.923,0.962,4,0.994,7,0.594,1,0.781,81,328,7,548,656
1udcRyPUJr8B8N7hAE1Sdm,293.38666,0.0,293.38666,-6.455,117.971,0.794,4,0.922,5,0.614,0,0.452,143,573,13,1315,1146
5p1VlR4Y4TFYnjU7tCZO47,307.4,0.63329,298.98593,-7.539,113.474,0.765,4,1.0,2,0.681,1,0.618,144,573,13,1551,1146
4NkDKIxO7eqbVQvDtgXq7M,207.48,0.0,199.60454,-7.721,122.02,0.95,4,1.0,6,0.317,0,0.406,104,420,10,863,840
5B0DtR1BiFKtj2NYS08QvM,246.89333,0.40939,241.94032,-8.41,135.593,1.0,3,0.669,9,0.67,0,0.57,182,547,14,1073,1094
5Qq2H1Zun0Pfm8wldW1sQV,580.6667,0.43533,570.0325,-7.476,126.831,0.017,4,0.967,7,0.808,1,0.645,286,1139,25,3013,2278
398y12FgBS3Vw2Q7hQH6bs,133.92,0.0,133.92,-8.221,174.968,0.588,4,1.0,2,0.278,1,0.093,98,389,6,645,778
6HuZyRmNgLkVALF4LS99TB,214.26666,0.29265,206.72726,-7.994,125.026,0.865,4,1.0,11,0.356,0,0.467,109,439,8,882,878
6GgeQ4ZB0Y8hS0ngdWzahy,240.02667,6.01977,228.56561,-14.552,117.147,0.958,4,0.98,2,0.791,1,0.504,115,461,7,1447,922
3gSIIzrOlNhAu8sZLy9Sby,262.93332,0.5493,259.2508,-4.712,97.425,0.578,4,0.929,0,0.323,0,0.374,105,420,10,1239,840
7zQCONF9TtFbLdQQx1y0Aw,230.10667,0.0,217.74512,-8.593,160.143,0.298,4,1.0,2,0.469,0,0.451,152,609,11,868,1218
6I7FQUU0v4Vyxljd804bOt,43.18667,0.0,43.18667,-11.335,109.253,0.249,5,1.0,10,0.122,0,0.373,19,78,3,197,155
3C0K6ldyghoPafc1rde6qJ,187.17332,0.0,178.1493,-9.079,125.112,0.921,4,1.0,10,0.137,0,0.263,97,389,6,846,778
1NnD5gGRFI2Sk6aX0pVwlJ,246.81332,0.0,246.81334,-7.083,84.99,0.058,4,1.0,1,0.0,0,0.134,86,349,8,852,698
5yr3x2a1Qoz3cECLhuAbqa,217.33333,0.27247,217.33333,-8.674,96.963,0.048,4,1.0,0,0.631,0,0.518,88,351,9,964,702
45pqwauY11Y5IQL8SrbqlK,310.56543,0.0,299.4155,-3.399,95.968,0.758,4,1.0,6,0.878,1,0.732,124,494,13,1489,988
1aAheECblUiraQ4uPcJoWT,212.54668,0.0,206.49506,-7.924,125.037,0.882,4,1.0,11,0.274,0,0.419,109,439,8,880,878
1TRqbi6N0KzQo7TVtMmO3T,264.46667,1.12599,259.70938,-9.569,115.059,0.791,4,1.0,0,0.722,1,0.475,123,500,10,1229,1000
6pUoITq6JuKkJGqEG9I4LP,274.33334,0.0,274.33334,-6.876,126.019,0.835,4,1.0,10,0.607,0,0.556,145,577,9,1202,1154
6iE186vS1mrhl06TXiqUJw,312.65332,0.0,306.50922,-11.014,159.947,0.211,4,0.991,10,0.719,1,0.526,208,829,16,1228,1658
5rPmENkYyo0buuaJkhpBWt,179.4,0.0,171.08463,-6.642,101.169,0.642,4,1.0,7,0.092,1,0.304,73,291,6,932,582
70vfoOWBsxW9YWot9axFlt,139.64,0.0,132.51048,-6.956,170.127,0.34,4,0.847,2,0.118,1,0.532,97,392,8,731,784
3K4HG9evC7dg3N0R9cYqk4,157.33333,0.35351,153.76254,-4.419,95.136,0.332,4,1.0,9,0.725,1,0.643,61,245,3,514,490
60a0Rd6pjrkxjPbaKzXjfq,216.88,0.14531,200.93388,-5.87,105.143,0.717,4,0.986,3,0.491,0,0.34,93,367,7,708,734
6ZOBP3NvffbU4SZcrnt1k6,233.93333,0.40898,223.47466,-5.708,99.005,0.154,4,0.981,11,0.794,0,0.624,93,375,13,818,750
51c94ac31swyDQj9B3Lzs3,299.53333,0.24635,284.00906,-4.647,141.581,0.471,4,0.826,7,0.25,0,0.443,175,692,12,821,1384
57BrRMwf9LrcmuOsyGilwr,208.96,0.25474,200.8468,-5.565,105.076,0.418,4,1.0,4,0.302,1,0.49,89,363,9,743,726
1Vej0qeQ3ioKwpI6FUbRv1,184.86667,0.45211,184.86667,-3.994,150.184,0.817,4,0.92,9,0.356,1,0.358,116,462,8,676,924
3IV4swNduIRunHREK80owz,213.76,0.08717,210.2799,-3.358,96.311,0.642,4,0.906,1,0.437,1,0.313,84,338,9,934,676
3Fzlg5r1IjhLk2qRw667od,232.69333,0.19147,211.84145,-3.463,119.397,0.789,4,0.982,10,0.403,1,0.471,113,456,6,840,912
2gSVKxPDww9Eep5rdvtdem,272.97333,0.08322,269.64172,-3.981,97.225,0.408,4,0.788,6,0.595,1,0.515,109,435,9,982,870
5rAxhWcgFng3s570sGO2F8,184.64,0.0,184.64,-5.254,133.063,0.577,4,1.0,11,0.583,1,0.58,100,406,9,732,812
2jSJm3Gv6GLxduWLenmjKS,255.37334,0.08694,234.18484,-4.938,92.966,0.427,4,0.78,4,0.629,0,0.602,100,409,12,844,818
2avKuMN2QXkaG9vvHa2JLt,321.04,0.08671,305.38303,-5.605,101.97,0.673,4,0.995,11,0.11,1,0.334,130,523,16,1361,1046
6xtQ23d8GEXgcxyUKPtwc5,183.97333,0.06912,183.97333,-4.743,109.16,0.487,4,1.0,7,0.282,1,0.367,81,331,6,756,662
2kRFrWaLWiKq48YYVdGcm8,251.42667,0.99773,231.99637,-11.412,123.943,0.757,5,0.9,5,0.02,0,0.277,127,515,12,718,1030
5KDNFlHAdDJ84fhK27c35X,247.26666,0.42358,234.28354,-4.682,82.305,0.076,3,0.875,11,0.528,0,0.318,110,331,11,746,662
6holGuk1jKHTdWyWBOZi8l,221.0,0.08118,217.51872,-2.389,104.013,0.52,4,0.967,11,0.712,1,0.51,93,374,10,936,748
7IoK6jZBxY7NMoQPoPXZCF,368.66666,3.21596,340.4916,-6.152,117.987,0.205,4,0.677,0,0.643,1,0.613,181,713,14,1096,1426
6hwQ69v7VbPhTTR2fOtYX7,202.57333,0.0,192.05225,-4.28,105.544,0.7,4,1.0,4,0.0,1,0.121,84,342,7,683,684
5egqKwgK5r5rvGD1LrtR7J,200.24,0.0,196.26666,-3.886,94.952,0.081,4,1.0,8,0.389,0,0.415,78,314,9,766,628
6Zj3YsYfj8YTY9aGMDnpn8,230.24,0.0,222.0118,-3.615,100.861,0.348,4,0.477,1,0.6,1,0.339,95,385,12,894,770
2rtGaCAeYtmcIvuZsvgTf6,356.33334,0.07442,344.39838,-11.644,102.026,0.124,4,1.0,6,0.554,0,0.651,173,685,16,936,1370
19CmuECYssqkPWANF4nLWM,191.56,0.33955,188.46477,-6.834,99.276,0.216,4,0.976,0,0.561,1,0.652,78,312,9,843,624
1aC1IBAETh2XYGOE8kCC6t,264.8,2.89669,250.5317,-6.424,147.913,0.304,4,0.988,6,0.671,0,0.707,160,635,11,801,1270
6UzeOH4bRPzKTo2wCXMZmC,189.8,0.0,184.82503,-4.159,103.026,0.162,4,1.0,6,0.221,0,0.16,81,322,8,672,644
42Kv1RoTAm09FeytxiuZIB,289.2,0.0,276.76443,-3.897,74.483,0.035,3,0.665,0,0.573,0,0.542,119,359,7,863,718
5uuXtfqM7Wp3idCxyHeOll,203.26666,2.73415,194.9257,-4.004,196.921,0.218,4,1.0,6,0.53,0,0.604,168,666,8,759,1332
3AA8xNhDC0MpqwkGX3EP5V,266.6,0.47043,247.13577,-9.449,119.699,0.735,4,1.0,6,0.328,0,0.532,130,526,11,1387,1052
5YBVDvTSSSiqv7KZDeUlXA,274.16,0.0,264.30112,-4.019,123.851,0.425,4,1.0,2,0.74,1,0.572,139,558,13,1182,1116
6xxXrNJnnsQNLdgNk8S4y8,199.7599,0.38907,199.7599,-5.021,135.767,0.687,4,0.884,5,0.358,1,0.456,112,450,9,687,900
3PbHle8KhJp6GuO1jLdEmQ,265.90668,0.23297,255.2918,-6.043,95.982,0.498,4,0.973,7,0.706,1,0.705,104,418,11,836,836
5kHkaBN8OEQlmXfQkACxSt,219.64,3.89515,203.1804,-8.248,144.019,0.654,3,0.761,9,0.638,1,0.637,166,501,10,647,1002
3GfOAdcoc3X5GPiiXmpBjK,121.88,0.22422,118.24762,-6.736,129.701,0.854,4,0.955,8,0.532,1,0.533,63,257,8,396,514
5CeL9C3bsoe4yzYS1Qz8cw,259.38666,0.41134,240.4136,-8.354,120.048,0.859,4,0.961,7,0.0,0,0.022,128,512,12,925,1024
6HgrJfzfj9WRBABdussy8z,268.02667,0.0,251.44308,-6.596,143.155,0.85,4,0.881,10,0.65,1,0.447,160,639,12,998,1278
4x3381mYJqptPqT6OKUfmu,247.89333,3.9532,247.89333,-4.526,139.986,0.505,4,0.966,4,0.786,1,0.64,145,577,9,768,1154
3tSmXSxaAnU1EPGKa6NytH,216.8,0.0,200.81778,-6.567,105.195,0.825,4,0.994,3,0.462,0,0.302,91,366,7,725,732
7kxM3UJwN6rHAW5kwdlAHK,194.42667,0.0,190.09596,-3.817,108.193,0.758,4,0.951,8,0.305,0,0.418,86,345,9,735,690
1gAaRSN57UYVRI4eWRyAvP,191.44,0.1683,185.50423,-4.305,103.103,0.791,4,1.0,6,0.727,1,0.655,80,326,10,600,652
6pfdW2NouUI3ZnugM7r0G0,175.76,0.0,172.03664,-3.78,130.058,0.813,4,1.0,1,0.342,0,0.346,96,381,10,413,762
0Qrb3L8JgreLBW8g4qyan9,237.36,0.41787,228.36246,-3.022,85.117,0.103,4,0.933,8,0.41,1,0.426,82,330,9,736,660
4XDBEoD6QFnzDY5oMmNVXN,178.96,0.35379,167.47392,-5.559,104.135,0.232,4,1.0,1,0.467,1,0.582,89,358,8,523,716
0QepvU0N2fC2B5uIPafO1q,264.04,0.19896,264.04,-2.898,100.375,0.369,4,0.768,8,0.582,1,0.532,107,430,10,1136,860
2THkQauDWMvJgXFGPY4iKB,197.97333,0.39474,189.37614,-6.367,141.323,1.0,4,1.0,9,0.141,0,0.278,115,462,8,844,924
5IvKtrcNWBkvyW2yXZ2Y40,274.16,0.22635,274.16,-3.916,196.143,0.06,4,0.998,1,0.848,1,0.696,222,892,8,1152,1784
3M1H1CWjrSq7nxABHc8EXv,233.26666,0.11048,221.83183,-7.547,146.29,0.913,4,1.0,9,0.578,1,0.604,141,562,11,955,1124
0FpYnuKYFJXHAmHbS1CycY,189.76,0.0,175.45578,-4.692,153.186,0.281,4,0.642,8,0.547,1,0.411,120,475,8,575,950
1PRknVhZ6BsVX61MPrrVsV,166.73334,0.0,157.84924,-4.414,196.291,0.082,4,0.962,7,0.734,1,0.755,128,514,9,594,1028
0FrT8a39eo6siL1yIxVGTP,453.22668,0.48186,428.32108,-6.622,89.64,0.081,3,0.992,8,0.328,1,0.42,329,986,16,1149,1972
6YU556RBcA4js0poLlP8Cu,247.36,0.20499,235.92635,-3.199,97.69,0.401,4,0.878,11,0.881,1,0.747,97,394,10,1066,788
4K1DB7EedHPuVnhVrnvf2U,244.69333,0.06327,241.85905,-3.663,95.884,0.253,4,1.0,7,0.866,1,0.648,97,387,11,974,774
7pv80uUHfocFqfTytu1MVi,238.73334,0.0,238.73334,-9.761,135.276,0.831,4,1.0,3,0.388,0,0.389,133,538,10,967,1076
6xXlurslWqFuyqTCBlErzX,304.37332,0.12186,301.19763,-4.12,112.092,0.69,4,0.801,7,0.005,1,0.527,141,562,11,1104,1124
1sjrDQXqAa9V07FjKIlAQ4,236.86667,0.0,221.62286,-4.072,152.017,0.089,4,1.0,1,0.464,1,0.623,144,582,8,576,1164
7vrLphPq4yjaX7jiDdd2Nc,162.29333,0.0,159.31792,-3.548,134.975,0.906,4,1.0,11,0.618,0,0.493,90,359,7,652,718
5znZ4aN1j49w2Oel8tdmgG,189.70667,0.22272,174.86366,-6.016,142.956,0.526,4,1.0,1,0.875,1,0.664,121,485,11,804,970
052z2UsE2wPrHsBJ9tly0g,211.5,2.71673,203.88863,-10.504,143.086,0.279,4,1.0,7,0.886,0,0.518,124,498,15,621,996
66hacKPqwClRgpSmWDWhBx,84.8,0.24748,73.71175,-25.826,168.977,0.359,4,1.0,3,0.233,0,0.521,57,233,3,226,466
366QpkppDb9f5TVamPSpgH,161.5,2.58902,149.62358,-14.995,130.061,0.054,4,0.892,1,0.286,0,0.419,86,345,8,404,690
62Da3JOu9H9EIgmqV7DoLG,234.4,6.64671,225.33804,-13.955,133.805,0.215,4,0.718,7,0.911,0,0.854,132,522,10,757,1044
0OxicKLAyhGkKPF8AN9dFb,117.24,0.84145,106.49832,-35.28,100.118,0.047,4,1.0,7,0.115,1,0.374,45,184,5,220,368
5htfTGt3OFyVdktEJKiJg2,90.5,0.98118,86.85424,-12.313,150.866,0.666,4,1.0,1,0.316,0,0.281,53,217,6,299,434
47aMbtetHwI7tLR9Z7iec7,155.26666,0.47533,150.32018,-13.059,66.953,0.115,4,0.938,5,0.156,1,0.528,42,170,4,501,340
3T6hC2yWf0fsUxM7uWXkDn,311.56,0.08426,304.29752,-18.582,82.531,0.068,3,0.506,5,0.268,1,0.549,178,540,13,468,1080
75da4TDuprIIxMhjUbbl63,145.0,4.76009,133.36382,-8.703,133.72,0.183,4,0.94,7,0.358,0,0.427,75,302,5,345,604
7guWevC6eZXA0w442BvOzZ,152.20335,4.46404,138.90758,-9.563,145.131,0.026,4,0.555,1,0.059,0,0.419,87,349,7,526,698
4cf3rMJRAhxKln3qN5Gb8E,157.88,0.0,155.59111,-16.666,134.928,0.567,4,0.902,7,0.552,1,0.549,87,350,8,805,700
37eMGxazZ53ALWvBnF4DUm,93.53333,0.18562,84.34068,-27.172,84.294,0.5,4,1.0,2,0.0,1,0.0,30,127,2,299,254
6tjzp1mCVaTeK5ZFAye3Ou,591.0933,0.23311,576.8243,-15.271,119.463,0.094,4,0.389,8,0.41,1,0.751,292,1173,23,2193,2346
4ikSsfzbD6BNuyWA60x0CO,899.6957,0.12789,883.8966,-15.946,133.107,0.029,4,0.603,6,0.009,1,0.276,461,1822,44,2534,3644
65bi0pq577npdVoHCqF7dc,155.5,0.62032,149.7513,-14.029,64.984,0.0,4,0.899,7,0.337,0,0.672,40,164,6,449,328
6XtiBZ34C9R5qvG9VBJBOJ,513.18665,0.32249,501.36526,-20.266,112.848,0.087,4,0.084,8,0.228,1,0.52,215,851,14,785,1702
1Dmw6eyEuKScrkh2Y8l4fb,178.0,0.61478,160.5892,-11.728,181.497,0.836,3,1.0,3,0.331,0,0.419,176,532,10,669,1064
4sZL5qbJ6VU0y8vcjShkIS,148.79665,0.92907,133.75854,-30.627,122.889,0.616,3,1.0,6,1.0,0,0.885,100,302,6,389,604
6WIxikWHp2rSKsVzhkF5r2,372.5,6.94277,356.3102,-9.48,150.93,0.317,4,0.745,1,0.779,0,0.503,239,953,25,1369,1906
5Ql99c3lx1PGGdySMHaR2E,271.08,2.90249,245.8819,-25.493,67.931,0.174,4,0.029,0,0.532,0,0.595,70,282,15,957,564
5mMMfaR62R2YAqp2hY0AXX,144.5,5.14902,134.88472,-11.54,66.467,0.063,4,0.448,7,0.295,0,0.438,37,151,5,350,302
3q7zy96PuGhQSGG8ef0KaU,178.5,0.0,166.77731,-4.416,144.983,0.451,4,1.0,3,0.802,0,0.608,105,423,6,614,846
3mXsr63JhOvK7TDik6GTkN,187.42667,3.00698,176.94766,-21.399,168.758,0.078,3,0.984,9,0.553,0,0.637,131,395,6,645,790
