id_track,duration_sec,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,bars,beats,sections,segments,tatums
1trQRrtJZYUjtHaPcvUrI7,145.68,0.28481,136.71909,-10.078,80.893,0.36,4,1.0,7,0.699,1,0.703,48,194,5,454,388
7E1boGBVKRPqbHuEDXXZ7D,56.05333,0.25546,56.05333,-7.245,97.784,0.337,4,0.561,2,0.115,0,0.353,22,90,3,197,180
3oE7aU8HChgIhhHFLeXVlM,76.11501,0.06912,71.66839,-15.916,114.967,0.378,4,1.0,0,0.99,1,0.764,34,141,4,216,282
06hOqF0vWzSvUu0DZNHX8O,131.74667,0.0,122.67683,-20.822,92.261,0.073,4,0.995,4,0.628,1,0.592,48,196,8,336,392
4uV4XThmemS82EtXtqZYYs,31.30667,2.82703,31.30667,-12.631,118.039,0.247,3,1.0,6,0.0,1,0.204,18,58,3,100,116
7CMUS4ad6lnIOs10Se5M2c,75.01333,0.0,69.358,-14.992,111.977,0.487,4,1.0,2,0.701,1,0.822,33,136,4,267,272
4RcP2UDEXzTA6Nj2gi8TrA,134.72,0.0,125.76508,-9.717,135.425,0.788,4,1.0,4,0.635,1,0.53,71,284,10,486,568
33UduhTPJOX9R5x4xupmOA,195.6,0.30023,191.70395,-9.992,130.046,0.373,4,0.995,8,0.589,1,0.261,105,419,9,722,838
3yG4U2GnmSH04Li8aXGFiE,34.34231,0.06966,31.5385,-13.772,120.037,0.646,4,1.0,4,0.509,0,0.502,15,64,2,118,128
2wpnNoSCY3FvQ0vk6R2ouR,75.22667,0.1663,70.8615,-13.533,70.604,0.14,3,0.245,2,0.026,0,0.47,27,86,3,229,172
1gk5H45BqKcucDDyLCgOHo,196.33333,0.27769,192.99846,-7.475,139.881,0.161,4,0.639,1,0.539,1,0.598,113,452,10,736,904
5RsYqAze38BY5vsfKBHr3e,32.89333,0.22404,32.89333,-8.509,110.085,0.1,4,1.0,0,0.756,1,0.645,13,55,1,105,110
5LVZNyQokQj5KsuQciJWDZ,148.85333,0.96367,142.72145,-7.455,171.635,0.183,4,0.887,2,0.879,1,0.76,101,408,6,556,816
4KfW8c6LFHrDhMPVvTcfzr,141.25333,0.21451,131.27982,-12.982,125.702,0.674,4,1.0,2,1.0,1,0.674,70,284,9,532,568
4mPP0bb1je8NWfZhvtKjCe,57.96535,0.10463,57.96535,-13.832,50.119,0.031,4,0.562,2,0.608,0,0.416,10,46,3,157,92
5Vjj7EaXf4wfz2PJsjc4QQ,201.93333,0.0,193.95049,-8.423,125.818,0.2,3,0.317,8,0.505,1,0.486,139,418,13,855,836
3mJqXP6li0ibsmQnLBXS2l,107.34667,0.31887,99.56717,-11.632,105.48,0.158,4,0.24,0,0.693,1,0.591,44,181,5,337,362
0gfWMiPlrH5ohTQ3oYlFfJ,125.65333,0.17755,120.70313,-16.109,105.039,0.755,5,0.467,7,0.363,1,0.562,52,211,8,351,422
4iVJOAkkOeO6fvP2N30bej,235.86667,0.2668,230.35356,-10.481,101.793,0.589,4,0.789,2,0.258,1,0.478,99,391,12,1164,782
6lz6JN5URHqOhUZX8mjVTl,97.37333,6.31002,87.39991,-17.667,91.045,0.052,4,1.0,0,1.0,1,0.873,35,141,6,321,282
6fIoS28hkZuzRQRlOQSHI9,42.70667,0.28449,39.00372,-7.16,94.948,0.08,1,0.541,7,0.139,1,0.559,15,63,4,144,126
53Orew8izA12L0qyTnFATJ,75.06667,0.25342,75.06667,-11.846,98.794,0.36,4,1.0,1,0.474,1,0.446,29,122,5,332,244
1Mba1kjhGqi3rptCMbX6Ax,71.42667,0.18345,66.93152,-15.996,164.225,0.8,4,1.0,10,0.795,1,0.717,46,185,4,238,370
2kDTzCAxCi7PEpVCfbZ0Y8,70.85333,0.0,65.80535,-12.483,121.088,0.746,4,1.0,1,0.155,0,0.4,34,138,5,237,276
63s9yeaNUCgmZOYp0ZH7k8,90.73333,0.2561,84.64834,-7.14,93.159,0.778,4,0.416,4,0.456,0,0.42,32,132,4,331,264
0Pz4zXiI1f6R49nfIAZjww,237.86667,0.31909,234.42867,-10.884,136.162,0.268,4,0.913,8,0.642,1,0.685,133,531,10,794,1062
21DN71RhbOvXXS4ntzjzJR,115.28,0.2205,110.86367,-7.408,120.097,0.318,4,1.0,0,0.741,1,0.662,57,230,6,389,460
0yDfwMirfkE7eDPeLDbCvB,198.66667,0.34268,195.00117,-10.612,91.166,0.088,4,0.829,7,0.538,0,0.7,73,292,7,853,584
79jRo4c9oVB29GYT4wCAJs,91.70667,0.262,91.70667,-6.79,161.714,0.559,4,0.647,1,0.459,1,0.539,61,245,4,406,490
5bMjaaZpgt7Pd1ywLZ2aUy,93.98667,0.21537,84.68317,-10.389,141.076,0.323,4,1.0,7,0.529,1,0.531,50,201,3,271,402
325SHSP7lATmhGJftlSkl4,75.09333,0.40608,69.52635,-8.242,104.28,0.349,4,0.821,5,0.0,0,0.103,31,126,4,299,252
26nRFjiXqeH4jbqlqaSRNf,111.66667,0.0,107.48517,-13.978,143.81,0.186,4,1.0,0,0.334,1,0.437,65,263,6,373,526
27NIe2o91SoFgyYZuBoJPM,183.84,0.29832,177.41206,-10.118,76.431,0.065,4,0.596,1,0.357,0,0.625,56,229,9,723,458
2ej1A2Ze6P2EOW7KfIosZR,175.36,1.02259,170.2371,-6.629,180.598,0.5,4,1.0,10,0.394,0,0.393,128,514,8,821,1028
4xlpJ99yL9xYQtzG6c3hwk,336.86667,0.29111,316.63312,-4.371,94.997,0.758,4,1.0,5,0.316,0,0.51,132,528,12,1493,1056
6eGMwVVABqVTe9bWRIm498,257.89334,0.38313,242.99101,-12.628,93.966,0.538,4,1.0,2,0.305,1,0.443,98,399,6,966,798
4rAcMik7N6LlIs61u5bzYo,181.77333,0.39397,176.02467,-12.103,103.55,0.833,4,1.0,2,0.306,1,0.396,76,307,5,781,614
7BBZGDSZbsb4Esi8YB94HT,341.2,0.40268,335.27292,-8.859,121.52,0.859,4,1.0,1,0.472,1,0.521,169,680,8,1689,1360
69jGxyfw3lzGGYf78jdkpF,239.66667,0.26993,233.61597,-5.768,98.475,0.892,4,0.945,0,0.537,0,0.48,98,386,10,849,772
6zYBZOP6SuKa5JszwpAz7Z,308.04,0.38422,295.8164,-4.613,120.015,0.737,4,0.932,11,0.041,0,0.211,148,593,13,1233,1186
545g4jlvOqZo1sj6k1f9j9,440.09332,0.37161,421.9472,-9.531,99.99,0.514,4,1.0,7,0.395,1,0.447,179,721,12,2195,1442
7mEPuj0XW6eK14Unu6IUc1,214.33333,5.5844,202.8321,-11.963,95.65,0.714,4,1.0,11,0.521,0,0.417,83,334,3,1046,668
07JBINIJSHZMkpghrXe2po,281.16,0.23909,263.36072,-6.997,117.11,0.51,4,1.0,5,0.773,0,0.424,135,543,11,1486,1086
45ejirK0hfPnsjgzj3s7gP,260.46667,0.39728,247.90204,-6.845,105.987,0.697,4,1.0,6,0.383,0,0.511,112,445,8,1119,890
2rUaktaAxshyPzIdAKzk1Y,235.0,0.23392,226.54549,-9.362,110.028,0.244,4,0.909,7,0.1,1,0.447,104,420,8,1039,840
2g8vK3m0npTrzsADQAnbVO,289.8,0.24635,270.02484,-7.287,71.081,0.318,4,0.903,4,0.0,0,0.0,83,337,4,1177,674
1ZB9ZIqzhZRM5owhetR4Me,204.4,0.37134,202.05424,-7.274,94.403,0.302,4,1.0,9,0.65,0,0.45,79,319,11,797,638
2gAUrFNwIhFL6Y1dcrhU5Z,315.28,4.5337,307.92563,-7.127,112.998,0.712,4,0.491,2,0.794,1,0.671,146,582,11,1162,1164
7JPzul9fVOErGb7ACSOQ6P,408.08,0.08667,401.19437,-8.205,81.771,0.106,4,0.981,11,0.599,1,0.564,138,551,14,1688,1102
6JOZHmPAfpB0drwuwFwPV9,502.36,0.3424,465.85034,-12.542,114.16,0.152,4,0.852,9,0.0,1,0.105,257,1027,21,2738,2054
1rgpl5SteVd6ew0zor9oSK,404.24,3.50621,388.7775,-12.541,93.963,0.6,4,1.0,2,0.502,0,0.441,154,620,13,2291,1240
770CtDUubUyKesLJpRbAdE,130.01334,0.0,123.13542,-11.69,121.999,0.114,4,0.985,9,0.876,0,0.741,65,263,5,571,526
1YJb76nIJ8dfUhcQt2VHOV,145.08,0.0,131.62811,-12.23,178.06,0.167,4,0.934,9,0.515,0,0.473,104,418,8,588,836
3t9gSrm7NRb2PB9y4ACy49,179.58667,0.17429,171.82767,-5.104,177.331,0.099,4,1.0,2,0.0,0,0.259,130,524,9,595,1048
7rRaAzsnAcZSMGp6KKHckc,195.66667,2.06658,191.08862,-8.07,119.99,0.857,4,1.0,2,0.355,0,0.13,97,390,9,986,780
2ikgc1hJuFd9M8G10JWUDt,373.24,3.03601,355.21887,-14.726,84.004,0.142,4,0.982,0,0.636,1,0.605,127,511,17,1670,1022
7nTGldVnrw47vGHtQ3v1Nn,350.22668,0.12848,336.24817,-12.998,90.996,0.232,4,1.0,6,0.552,0,0.618,128,511,13,1755,1022
3p4Q30xyyKQaMAIZpLKmfa,283.0,0.17991,272.2946,-11.082,120.023,0.606,4,1.0,10,0.556,0,0.624,146,582,10,1237,1164
7hh5p3RyZYDOUvH3O5SFD5,256.0,0.19655,246.89197,-9.19,99.899,0.102,4,0.959,4,0.276,0,0.387,105,417,9,1003,834
1eGSSW6q6dgU0y75VdT74H,280.26666,0.22113,270.91882,-14.294,105.419,0.287,4,0.821,8,0.0,1,0.222,117,466,12,1002,932
2c72qfxXOJUlPoJimDcI20,299.14667,0.14494,283.30667,-12.604,119.545,0.79,4,0.991,0,0.826,1,0.666,146,589,8,1033,1178
5cndcvx5f5sR80N5RolUh4,373.85333,0.23995,360.66394,-16.926,85.02,0.269,4,0.947,9,0.034,0,0.276,130,522,11,1425,1044
4a3piFIiWQYFh8vJBZlQeO,234.8,0.0,234.8,-8.452,127.991,0.783,4,0.973,0,0.896,1,0.68,126,500,11,841,1000
1pQ5pZDGJWxtRVf6jyMnQF,231.50667,3.12889,221.12363,-10.475,89.957,0.093,4,1.0,2,0.612,1,0.58,84,340,10,1074,680
6TgwzcTeYxNZ7adg0rc2gb,325.76,0.11016,308.19266,-12.098,112.245,0.969,4,1.0,10,0.436,1,0.381,150,602,6,2115,1204
01dFnPFEJUjaiabtSSOlMj,400.50668,0.09859,389.02713,-12.371,90.99,0.588,4,1.0,4,0.245,0,0.255,149,600,16,2202,1200
0wkSpWfAA8ldP2Gze5gJMH,224.33333,0.09873,208.37007,-7.16,89.36,0.092,3,0.462,9,0.735,1,0.618,107,324,7,699,648
6yKKqmekhJtQ0EhYjZRjP1,360.63892,0.11007,345.9425,-9.892,94.998,0.462,4,1.0,2,0.0,0,0.0,142,567,14,1550,1134
3CDsFPcfQXLOWjoWtjLF9c,389.78668,0.13351,359.06757,-4.947,68.014,0.091,4,0.627,1,0.805,1,0.511,112,449,17,1100,898
5s7mt7HsGSNV1Dc1D97QfP,511.42667,13.46177,501.70776,-10.711,112.057,0.437,5,0.913,7,0.921,0,0.823,237,936,24,1910,1872
12VHXF8OEGIATHBab5vL67,115.08,5.12,115.08,-19.142,77.934,0.125,4,0.34,9,0.667,0,0.707,34,135,4,338,270
5dKvME54PRDxtnHYe2LDOh,261.50668,2.01433,254.28172,-9.653,108.002,0.713,4,0.996,9,0.546,0,0.555,115,465,9,1060,930
5K7mjmnIsYNrvHu0JUf4Yw,290.13333,0.42961,281.1182,-9.063,90.008,0.395,4,1.0,7,0.944,1,0.658,106,428,10,1507,856
5FozmgmslRSACG7voJWib2,330.65332,0.0,326.8789,-12.521,90.005,0.166,4,1.0,7,0.929,1,0.761,122,493,15,1371,986
2NLzbSOpNo8KODoq0M2EbZ,308.30667,0.0,308.30667,-9.843,100.008,0.802,4,1.0,8,0.013,1,0.375,128,513,14,1374,1026
56DGIdLDR4Pzc8j179vvxv,454.48,0.35556,438.18375,-12.817,80.807,0.044,4,0.22,3,0.553,1,0.68,188,753,19,1407,1506
3eiNK2QmYGcO9CHr04Irp3,370.62668,0.0,356.7572,-10.427,99.999,0.526,4,1.0,8,0.124,1,0.348,151,607,18,1606,1214
0VgeWye9oYXrNMLIhiUDJp,246.03569,1.43986,224.27574,-10.441,102.053,0.185,4,1.0,2,0.478,1,0.455,103,412,9,1304,824
4HUYcAsl7aiOcgrRggUEwj,309.58667,0.0,306.42795,-11.035,89.999,0.347,4,1.0,0,0.0,1,0.231,115,460,13,1344,920
6TkK3Ns0NFKikFrro33MRM,302.0,0.0,289.66312,-5.163,105.004,0.651,4,0.949,0,0.542,0,0.485,132,529,11,1486,1058
4W88qeMkRkkh9Bmaybw54H,296.4,0.0,293.30865,-3.935,124.01,0.793,4,1.0,1,0.328,0,0.438,152,611,8,1085,1222
6AlVzOpiFflSuTyCpAoTfu,137.50667,0.09864,129.21906,-15.744,109.948,0.252,5,0.124,6,0.782,1,0.713,62,250,7,579,500
11UmnGa3b80WRBE9b2E7ki,251.039,1.17832,226.4584,-9.156,105.991,0.144,4,0.899,1,0.561,0,0.612,107,425,6,1275,850
2d6ml9Qkx8r4EjuUyrdpRV,286.98666,3.05342,263.37814,-27.528,75.296,0.192,4,0.239,1,0.066,1,0.369,90,361,16,587,722
0XfFRLi9G87t57kqZAzeef,331.93332,0.46912,319.12924,-23.417,89.33,0.079,1,0.292,4,0.154,0,0.237,132,529,17,1155,1058
5PuX2GQai2jADwE4begkfJ,337.58667,2.49034,333.33987,-21.166,113.048,0.091,3,0.092,4,0.419,1,0.426,223,669,17,1118,1338
4BlM6AO7TOtqxcY9qMHIuc,145.2,0.48195,137.66531,-36.027,69.325,0.074,5,0.606,5,0.386,0,0.5,39,161,9,256,322
4hbvrHgfZ8lqFrPx1Ztd6j,338.25333,2.98376,316.48218,-24.408,107.169,0.013,4,0.013,1,0.76,1,0.669,140,561,15,819,1122
503fwzlbWHx5g0CqlU9Giu,242.58667,1.15959,213.67583,-30.88,132.883,0.149,3,0.563,10,0.264,1,0.459,168,505,12,520,1010
4Dcm4KMuDz0l01weeSpD4J,642.5733,4.41179,634.195,-14.96,109.766,0.058,4,0.921,2,0.0,1,0.0,247,986,30,2018,1972
3UkKnjU33EiKspyDjNPTOO,503.0,0.90481,496.4194,-21.004,132.125,0.364,4,0.994,9,0.5,1,0.643,275,1096,27,1847,2192
34f1Y1dS9zabYs04TTYCtA,177.54668,2.50195,160.38603,-35.517,142.966,0.136,4,0.949,11,0.68,0,0.7,105,415,10,474,830
0qFZYO72iBOhW7X6KbL44Q,167.64,0.31497,163.61362,-20.267,123.048,0.534,3,0.644,2,0.845,1,0.66,111,335,7,487,670
4JsMpgsep6XpuHSzKCTxCz,256.57333,0.26245,238.91011,-15.538,67.891,0.0,4,0.804,10,0.601,1,0.637,110,441,10,947,882
2HGPwnDkObM0QxHduiQQf7,238.36,0.68812,221.30939,-27.064,132.03,0.033,4,0.753,5,0.793,1,0.432,130,520,11,518,1040
6cl4pxApi4cNKFMs6lgHVL,97.13333,0.73891,88.62476,-18.061,125.527,0.446,3,0.99,4,0.226,1,0.382,67,202,5,333,404
2SWWQBiL6v9EUm2YAOvX5Y,151.76,0.0,148.43938,-19.153,141.666,0.166,4,0.982,4,0.45,0,0.472,87,352,9,444,704
3G98iZXs933j4EkqACWfka,294.6,2.61224,260.45242,-29.078,55.543,0.017,4,0.486,1,0.849,1,0.716,64,259,12,696,518
6cQAGDiZXMQ42knT11TPK6,138.14667,0.11755,131.90096,-26.221,77.144,0.096,4,0.791,0,0.564,1,0.609,43,173,5,493,346
0qb4AlaKXljONBWbmqtgrC,91.06667,0.38844,91.06667,-22.909,181.395,0.13,3,1.0,8,0.922,1,0.907,83,250,5,319,500
4hpcMQnFNHeQGvzIb1Bvkc,109.53333,0.54685,100.53079,-27.429,121.299,0.269,4,1.0,8,0.472,0,0.552,51,207,5,321,414
19wepQYtmhiY81AgOwPqqU,132.10667,9.03837,127.85488,-31.888,124.621,0.076,4,0.93,4,0.752,0,0.668,66,269,6,369,538
5WfsSJH86qH4fOhsTu03nT,340.42667,2.02014,311.51312,-26.829,67.71,0.033,3,0.218,6,0.693,1,0.645,130,393,17,804,786
2WH8jAfo67uNTZ0Ezq2AbM,563.0,2.08399,551.6307,-29.325,109.58,0.354,4,0.964,7,0.584,1,0.665,254,1015,26,1542,2030
2isaIF2v634oW1fQ5OMxGl,91.68,0.49342,81.25823,-23.567,99.436,0.0,4,0.297,11,0.68,1,0.741,34,138,4,237,276
5c8BioP5IfiUAC0dkr69sL,396.17334,0.81755,391.93542,-19.803,86.708,0.021,4,0.658,4,0.44,0,0.521,146,578,19,1269,1156
068BPNYklLpBX6VhMCKsUX,215.17332,2.26975,196.12154,-30.288,139.027,0.059,4,0.021,11,0.927,1,0.507,119,474,11,398,948
4pYCd97GgGccI8o90t8Wbv,143.0,0.4585,134.56544,-15.13,176.037,0.326,3,1.0,0,0.644,1,0.609,128,389,9,633,778
5pUERj9m4saE2enHawENIE,126.8,0.4151,117.77741,-23.752,119.846,0.125,4,1.0,9,0.667,1,0.651,58,234,7,459,468
2hRx649mlo5boO1jfDe03O,190.69333,1.08517,175.06685,-28.613,125.035,0.087,4,0.564,6,0.857,1,0.68,76,313,8,421,626
5Hr1mhHDvecw6Sp8En93tB,64.22667,0.5107,64.22667,-27.608,186.553,0.25,3,0.539,8,0.767,1,0.8,58,177,2,232,354
7KoXzM3IboDJxRl7DXIT7y,256.94666,6.6293,243.93143,-17.707,80.869,0.0,4,0.034,2,0.778,1,0.759,115,463,12,656,926
6lfq12zIzeHXeayAq4i3so,118.46667,0.87796,118.46667,-36.209,83.62,0.035,3,0.5,7,0.493,1,0.516,51,157,5,365,314
3gumDBNHBPwjH9JabaGBLE,459.0,4.02286,443.36182,-28.638,108.706,0.031,1,0.093,5,0.725,1,0.646,213,847,23,1239,1694
6saqyONsKCCJw0gWh95LCi,321.37332,2.97215,296.4027,-33.283,75.293,0.166,4,0.421,10,0.237,1,0.426,116,463,12,570,926
2yhJwnIK3pyqf5X8ZQqvq3,141.10667,0.0,128.96944,-8.973,83.344,0.076,1,0.082,2,1.0,1,0.281,46,189,5,460,378
74gu56oUMmJCk5OQ2eTxAn,423.02667,0.96562,418.06366,-20.186,86.066,0.09,4,0.629,4,0.273,0,0.459,150,605,21,1690,1210
5PHajk1v9B4z9ubkhDrFj6,251.93333,1.25488,251.93333,-28.837,104.57,0.103,3,0.665,2,0.516,0,0.689,129,391,10,388,782
2fwXRZU6TcTBW1ZhmQxPGc,146.0,0.7712,138.54185,-16.919,118.535,0.689,4,1.0,8,0.818,1,0.857,71,285,6,642,570
3DruXfuowq2uyM9FkTt6A4,304.81332,0.92735,296.89615,-30.127,73.514,0.108,4,0.929,2,0.575,1,0.655,91,366,10,886,732
61BZ2UBzjv5i6AHadb18Lz,223.49333,0.83166,215.87012,-27.436,139.23,0.023,3,0.978,5,0.365,0,0.522,169,504,12,622,1008
4FFaOQHk9j1QknVLyIPUxl,253.09332,4.09252,239.54286,-25.448,73.031,0.159,4,0.781,9,0.175,1,0.336,72,292,12,467,584
4UXADrkEY2mB6eW4NiBYCP,122.66667,0.21465,111.08426,-32.039,167.158,0.098,4,0.69,9,0.401,0,0.525,79,322,7,407,644
5cNbz1TcuzndymBqUNyBC7,248.54668,0.53887,241.4527,-30.585,79.614,0.102,4,0.478,11,0.514,1,0.548,84,333,10,508,666
1UTNZ9xdanKM24spfy2Fhb,126.05333,2.18268,112.94766,-26.323,90.752,0.028,5,0.167,2,0.842,1,0.926,46,187,8,349,374
2MdD68eb0nKV860CWLzxYo,175.78667,1.04984,168.47238,-23.366,86.204,0.111,4,0.966,9,0.495,1,0.724,59,241,10,635,482
4KrOzPa98JgmFJVaOwLvdJ,277.77332,0.16299,250.43883,-27.113,75.597,0.333,3,0.606,8,0.343,1,0.479,108,328,12,700,656
7B1xrlaP8Vm1RRmgUtfwdS,517.29333,0.50449,500.23328,-19.025,73.655,0.048,4,0.774,9,0.457,1,0.403,160,640,26,2065,1280
4qOccDLi9YIkBJpN7gQDkn,308.65332,2.50776,276.97342,-24.079,169.266,0.066,3,0.4,0,0.437,0,0.484,219,660,9,661,1320
0ojI1ZWoFx4F3yCHL1wMW6,213.50667,0.65601,208.32362,-22.65,124.61,0.473,4,0.791,10,0.57,0,0.686,107,435,13,700,870
6PhArSZKtsw6Z0B5y5BUtT,147.08,0.30177,142.1816,-6.165,122.42,0.822,4,1.0,0,0.853,1,0.641,71,285,8,506,570
4aTiLx1dYRIbA0YW7YDc3w,91.01333,0.71982,85.84417,-6.468,179.982,0.108,3,0.84,9,0.049,1,0.532,84,258,6,303,516
3JkJarpiIEVpUWXwC71Iw4,202.52,0.17973,192.59792,-6.248,162.789,0.681,4,1.0,2,0.891,1,0.792,130,521,10,858,1042
2vsAy0XIuusq2hlY4lEtvj,184.93333,0.0,175.35129,-7.665,145.973,0.467,4,1.0,0,0.389,1,0.489,107,429,7,654,858
0Y23jhMd9ZzmHg3Y1oPkDa,301.62668,0.1566,301.62668,-9.155,110.095,0.639,4,0.815,2,0.0,0,0.208,139,550,13,1212,1100
0lQJTSkTzUxFq7gjiF38ma,95.68,0.21596,88.07909,-14.874,122.542,0.11,5,0.657,10,0.742,1,0.577,47,187,5,311,374
6H9OahEicySbnUq4vnl9ey,190.82668,0.26136,176.9883,-6.696,129.986,0.779,4,1.0,11,0.226,0,0.447,98,393,8,726,786
1ztMidXTOpatg83LqLrQrD,294.54666,0.20404,283.77106,-14.313,172.385,0.029,3,0.673,4,0.927,0,0.834,230,697,12,989,1394
2f7tkjBIRXplRjG1yxJKFp,168.17332,0.33066,160.54857,-7.326,78.176,0.17,4,0.963,5,0.207,1,0.025,50,206,7,620,412
3RSswzgA4dD8EeS24pPyOv,269.92,0.28798,258.06076,-5.466,120.067,0.751,4,1.0,4,0.367,1,0.513,131,527,10,901,1054
2eK6SuSldZBBx9al8dGR4g,309.9864,0.0,303.87955,-2.639,122.987,0.718,4,1.0,9,0.579,0,0.548,158,630,14,1505,1260
2qu5R7uPohwnJqyLSShJTq,168.17332,1.02168,155.28925,-6.374,140.029,0.306,4,0.942,7,0.77,1,0.751,91,366,9,422,732
0XVQtD2C7x44m4OEO02Pbx,261.81332,2.78059,256.72562,-6.617,160.998,0.136,3,0.43,5,1.0,1,0.673,228,686,9,955,1372
1qlEJUACHqHXI0Ww3j73Xh,168.52,0.69669,160.39185,-7.031,118.774,0.912,4,0.759,0,0.591,1,0.651,82,326,9,575,652
2binNj4Zl5UvlqpK4yWcTG,133.44,0.32494,126.40943,-4.853,143.635,0.406,4,1.0,7,0.717,1,0.6,75,301,7,471,602
6NIYD9BVoKT4cUcAiIB2l0,186.14667,0.29061,177.54558,-8.433,113.033,0.452,4,0.714,2,0.496,1,0.565,87,350,10,604,700
4GeHkQYiZbkQvZZAWHuuNO,208.56,0.17982,199.3317,-7.202,121.603,0.592,4,1.0,11,0.512,1,0.729,103,411,8,669,822
2N1g70fkh4UzEspSwoOPwm,238.22667,0.23238,231.49715,-6.615,116.949,0.152,4,0.995,10,0.047,0,0.218,113,452,9,992,904
40VD0y6CW87RUjcLPh2KqC,280.56,0.20943,268.25433,-7.677,108.757,0.656,4,1.0,0,0.486,1,0.425,126,502,10,1067,1004
4CT0zCwzyaasUBfURj6Jii,215.88,0.0,215.88,-7.368,125.024,0.905,4,1.0,6,0.009,1,0.304,112,447,9,1146,894
5qoSD5iwVCFiGne1P3OLOp,273.90668,0.20884,262.85568,-5.218,128.062,0.982,1,0.149,9,0.553,1,0.412,144,584,15,958,1168
5wLAXE1ZOw2qJv7XAL9Ue9,268.46667,0.32349,250.9845,-6.593,106.308,0.589,4,1.0,6,1.0,1,0.73,115,467,9,935,934
7EEtnViRz6VTcVhV5QeyhJ,163.69333,1.36399,158.89995,-15.898,94.981,0.093,4,0.648,5,0.382,1,0.559,62,248,7,503,496
65YVloUXVuITD5HU6a56fj,112.81333,0.29025,104.84971,-4.824,130.958,0.779,4,0.969,11,0.211,0,0.438,58,231,5,340,462
1QEPOxyT8exmqu72HG30bR,249.45332,0.27855,230.0459,-6.985,156.303,0.758,4,1.0,9,0.223,1,0.37,161,645,14,1003,1290
05OTfL2Ia6n7nNwtrnJMv4,85.53333,0.0727,78.92463,-17.42,80.309,0.188,4,0.019,10,0.688,1,0.538,27,110,6,232,220
6EktU0a8D1mirCZNvY0ePq,98.94667,0.13374,94.69678,-5.588,89.988,0.211,4,0.873,2,1.0,1,0.866,36,144,3,297,288
4JNIkmMJSUpibdKPc3mFLg,149.66667,0.24961,145.3395,-7.451,208.84,0.031,4,0.807,2,0.616,1,0.59,128,513,8,487,1026
2b0g7xkGo0yiXOFy7LIpj5,288.36,0.23791,281.32718,-9.153,169.381,0.156,4,1.0,5,0.614,1,0.649,198,794,13,838,1588
1e68glvgde8J5FHEkyOHtp,464.78668,0.08712,460.55038,-9.013,125.028,0.788,4,0.994,10,0.221,0,0.272,241,960,10,1958,1920
2LGXd90VaSaOsrqUN9tPOx,245.65334,3.70939,238.06839,-10.327,71.317,0.145,4,0.786,2,0.695,1,0.569,71,288,10,869,576
5zbLsctaNlh3Gf3qNl8hoe,212.0,0.2493,202.89597,-6.776,168.862,0.037,4,1.0,0,1.0,1,0.636,146,583,10,724,1166
3c7Z4SviSAD5SmQEvocWwS,166.38667,0.33098,155.12091,-6.444,135.335,0.969,4,1.0,11,0.705,1,0.832,90,363,10,601,726
2Ky9YdqmDkHMJhADcRMZ0e,218.6,0.2546,214.05315,-7.999,208.377,0.216,4,0.997,4,0.869,1,0.704,185,745,8,664,1490
6jmmE6XDkwtEk9NaElQTD6,223.90668,0.24018,216.00943,-13.533,175.998,0.085,4,1.0,9,0.273,1,0.299,157,635,12,646,1270
1kTG4aGCp88vB2GeeIqADc,145.29333,0.22626,138.80888,-5.047,175.887,0.534,4,0.772,0,1.0,1,0.797,102,412,5,593,824
6QkLN5m3IkHWCgWKyosvzj,161.52,0.0776,154.5288,-16.516,79.35,0.012,3,0.76,0,0.447,1,0.617,68,207,6,487,414
0BbwicPaUA4EfU51U6waCt,391.0,0.13143,375.35056,-10.495,122.313,0.302,4,0.991,2,1.0,1,0.637,196,782,10,1602,1564
22Fu9oST7SBqDMFOS7r6gv,125.85333,0.27814,115.37995,-7.269,142.137,0.675,4,1.0,7,0.684,1,0.632,70,283,7,422,566
3vU1JwGJVipFKQMQEcgaFU,135.6,0.31048,128.15672,-5.979,90.005,0.155,4,0.703,11,0.741,1,0.667,47,192,6,553,384
3bRRZMFDXTq6SejUWhMNjf,54.61333,0.0,47.51383,-6.351,73.161,0.0,4,1.0,9,0.684,1,0.639,14,59,3,183,118
3jFcR5hQ1OQewRpqwnQsYu,247.64,0.16277,236.19337,-6.784,159.984,0.836,4,0.92,1,0.417,0,0.52,162,653,11,1118,1306
6ILpyk1l3W4UHbUwGZygBr,196.34795,0.0,192.31348,-9.246,127.988,0.949,4,1.0,10,0.736,0,0.649,103,416,6,1139,832
3tTS60ihEOcQwDMTwCMurh,156.76,0.33678,148.75864,-5.328,100.02,0.934,4,1.0,0,1.0,1,0.841,63,253,9,557,506
18YnNUWOnKjnLdll8lYjoG,255.04,0.16825,226.47583,-7.212,128.013,0.98,4,1.0,9,0.796,1,0.524,131,528,10,812,1056
4t6ORMzsTqad5ecZkCsHix,200.16762,0.67406,195.18114,-4.194,160.053,0.313,4,0.994,7,0.679,1,0.448,133,530,8,904,1060
0fCRoR0cktULoVayaXFWLA,146.62666,0.38907,141.40952,-5.75,121.618,0.761,4,1.0,11,0.773,1,0.697,71,285,10,552,570
2ebVzLPxGkTNnnd9zCEr95,184.22667,0.0,176.00726,-9.843,108.004,0.678,4,1.0,0,0.906,1,0.841,80,321,10,569,642
